Time,X,Y,Z,Displacement [mm]
2026-04-15T16:52:33.092,       0.01,       -0.03,        0.04,       0.04
2026-04-15T16:52:33.595,      -0.00,       -0.02,       -0.00,       0.01
2026-04-15T16:52:34.111,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:52:34.625,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:52:35.141,       0.01,       -0.03,        0.00,       0.01
2026-04-15T16:52:35.643,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:52:36.158,      -0.00,       -0.00,        0.01,       0.03
2026-04-15T16:52:36.722,      -0.01,       -0.04,       -0.04,       0.04
2026-04-15T16:52:37.225,      -0.01,       -0.02,       -0.03,       0.03
2026-04-15T16:52:37.740,      -0.01,       -0.06,       -0.06,       0.07
2026-04-15T16:52:38.254,      -0.04,       -0.04,       -0.03,       0.05
2026-04-15T16:52:38.770,      -0.02,       -0.01,       -0.01,       0.04
2026-04-15T16:52:39.286,      -0.03,       -0.04,       -0.02,       0.04
2026-04-15T16:52:39.788,      -0.01,       -0.04,       -0.02,       0.03
2026-04-15T16:52:40.301,      -0.02,       -0.04,       -0.05,       0.05
2026-04-15T16:52:40.819,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:52:41.333,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:52:41.833,      -0.03,       -0.03,       -0.01,       0.03
2026-04-15T16:52:42.349,      -0.02,       -0.01,        0.01,       0.03
2026-04-15T16:52:42.865,      -0.02,       -0.03,       -0.01,       0.02
2026-04-15T16:52:43.384,      -0.01,       -0.02,       -0.05,       0.05
2026-04-15T16:52:43.930,      -0.02,       -0.05,       -0.05,       0.05
2026-04-15T16:52:44.446,      -0.01,       -0.01,        0.01,       0.02
2026-04-15T16:52:44.963,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:52:45.482,      -0.02,       -0.03,        0.02,       0.02
2026-04-15T16:52:45.998,      -0.02,       -0.04,       -0.01,       0.03
2026-04-15T16:52:46.544,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:52:47.064,      -0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:52:47.579,       0.00,       -0.03,        0.03,       0.03
2026-04-15T16:52:48.092,      -0.02,       -0.01,       -0.04,       0.05
2026-04-15T16:52:48.594,      -0.02,       -0.01,        0.02,       0.04
2026-04-15T16:52:49.111,      -0.01,       -0.01,       -0.00,       0.03
2026-04-15T16:52:49.675,      -0.01,       -0.01,       -0.01,       0.03
2026-04-15T16:52:50.226,      -0.02,       -0.03,        0.00,       0.02
2026-04-15T16:52:50.743,      -0.02,       -0.05,        0.01,       0.02
2026-04-15T16:52:51.260,      -0.02,       -0.02,        0.01,       0.03
2026-04-15T16:52:51.809,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:52:52.324,      -0.01,       -0.02,       -0.05,       0.05
2026-04-15T16:52:52.837,      -0.01,       -0.01,       -0.02,       0.03
2026-04-15T16:52:53.390,      -0.02,       -0.03,       -0.03,       0.03
2026-04-15T16:52:53.907,      -0.01,       -0.01,       -0.01,       0.03
2026-04-15T16:52:54.419,      -0.01,       -0.03,       -0.03,       0.03
2026-04-15T16:52:54.971,      -0.02,       -0.01,       -0.02,       0.03
2026-04-15T16:52:55.488,      -0.01,       -0.02,       -0.05,       0.05
2026-04-15T16:52:56.004,       0.00,       -0.03,       -0.05,       0.05
2026-04-15T16:52:56.516,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:52:57.018,      -0.02,       -0.04,       -0.03,       0.04
2026-04-15T16:52:57.535,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:52:58.051,      -0.01,       -0.01,        0.02,       0.04
2026-04-15T16:52:58.601,      -0.01,       -0.02,        0.02,       0.03
2026-04-15T16:52:59.117,      -0.01,       -0.04,       -0.02,       0.02
2026-04-15T16:52:59.630,      -0.01,       -0.02,       -0.03,       0.03
2026-04-15T16:53:00.129,      -0.02,       -0.03,       -0.00,       0.02
2026-04-15T16:53:00.650,      -0.01,       -0.01,        0.04,       0.04
2026-04-15T16:53:01.164,      -0.00,       -0.02,        0.01,       0.02
2026-04-15T16:53:01.678,      -0.03,       -0.03,       -0.03,       0.04
2026-04-15T16:53:02.229,      -0.02,       -0.03,        0.01,       0.02
2026-04-15T16:53:02.746,      -0.02,       -0.03,       -0.01,       0.03
2026-04-15T16:53:03.260,      -0.02,       -0.01,        0.05,       0.06
2026-04-15T16:53:03.811,      -0.01,       -0.03,        0.02,       0.02
2026-04-15T16:53:04.328,      -0.02,       -0.05,        0.00,       0.03
2026-04-15T16:53:04.874,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:53:05.394,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:53:05.910,      -0.00,       -0.05,       -0.03,       0.03
2026-04-15T16:53:06.423,      -0.01,       -0.02,        0.02,       0.02
2026-04-15T16:53:06.974,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:53:07.492,       0.01,       -0.01,       -0.03,       0.04
2026-04-15T16:53:08.004,      -0.01,       -0.02,        0.02,       0.02
2026-04-15T16:53:08.571,      -0.02,       -0.01,        0.03,       0.04
2026-04-15T16:53:09.072,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:53:09.589,      -0.01,       -0.04,       -0.03,       0.03
2026-04-15T16:53:10.102,      -0.01,       -0.01,       -0.05,       0.06
2026-04-15T16:53:10.605,      -0.00,       -0.01,        0.02,       0.03
2026-04-15T16:53:11.121,      -0.00,       -0.02,        0.05,       0.05
2026-04-15T16:53:11.637,       0.00,       -0.04,       -0.02,       0.02
2026-04-15T16:53:12.149,      -0.02,       -0.02,       -0.01,       0.02
2026-04-15T16:53:12.651,      -0.01,       -0.01,        0.00,       0.03
2026-04-15T16:53:13.167,      -0.01,       -0.03,       -0.01,       0.02
2026-04-15T16:53:13.684,      -0.01,       -0.02,        0.00,       0.02
2026-04-15T16:53:14.234,      -0.02,       -0.02,        0.00,       0.02
2026-04-15T16:53:14.749,      -0.01,        0.00,        0.02,       0.04
2026-04-15T16:53:15.314,      -0.02,       -0.01,       -0.01,       0.03
2026-04-15T16:53:15.815,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:53:16.333,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:53:16.845,      -0.03,       -0.02,        0.01,       0.04
2026-04-15T16:53:17.360,      -0.03,       -0.04,        0.02,       0.03
2026-04-15T16:53:17.877,      -0.02,       -0.05,       -0.04,       0.05
2026-04-15T16:53:18.379,      -0.02,       -0.04,       -0.02,       0.03
2026-04-15T16:53:18.892,      -0.02,       -0.04,       -0.04,       0.04
2026-04-15T16:53:19.444,      -0.02,       -0.03,       -0.01,       0.02
2026-04-15T16:53:19.960,      -0.02,       -0.03,        0.00,       0.03
2026-04-15T16:53:20.477,      -0.01,       -0.02,       -0.02,       0.03
2026-04-15T16:53:20.991,      -0.00,       -0.01,       -0.03,       0.04
2026-04-15T16:53:21.492,      -0.01,       -0.03,        0.02,       0.02
2026-04-15T16:53:22.009,      -0.01,       -0.03,       -0.02,       0.02
2026-04-15T16:53:22.526,      -0.01,       -0.02,        0.04,       0.05
2026-04-15T16:53:23.074,      -0.01,       -0.01,       -0.01,       0.03
2026-04-15T16:53:23.589,      -0.01,       -0.05,       -0.04,       0.05
2026-04-15T16:53:24.103,      -0.00,       -0.04,       -0.01,       0.01
2026-04-15T16:53:24.655,      -0.00,       -0.02,        0.01,       0.02
2026-04-15T16:53:25.172,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:53:25.685,       0.00,       -0.01,       -0.03,       0.04
2026-04-15T16:53:26.202,      -0.01,       -0.02,        0.01,       0.03
2026-04-15T16:53:26.704,      -0.00,       -0.04,       -0.05,       0.05
2026-04-15T16:53:27.220,       0.00,       -0.03,       -0.04,       0.04
2026-04-15T16:53:27.733,      -0.01,       -0.03,       -0.03,       0.04
2026-04-15T16:53:28.235,      -0.01,       -0.03,       -0.00,       0.02
2026-04-15T16:53:28.752,      -0.01,       -0.01,        0.00,       0.03
2026-04-15T16:53:29.297,      -0.01,       -0.02,       -0.02,       0.03
2026-04-15T16:53:29.814,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:53:30.317,      -0.02,       -0.04,       -0.04,       0.04
2026-04-15T16:53:30.829,      -0.01,       -0.01,        0.02,       0.03
2026-04-15T16:53:31.332,      -0.03,       -0.03,       -0.02,       0.03
2026-04-15T16:53:31.847,      -0.02,       -0.02,        0.00,       0.03
2026-04-15T16:53:32.394,      -0.01,       -0.01,        0.02,       0.03
2026-04-15T16:53:32.676,        NaN,         NaN,         NaN,        NaN
2026-04-15T16:53:32.897,      -0.02,       -0.03,       -0.04,       0.04
2026-04-15T16:53:33.411,      -0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:53:33.964,      -0.01,       -0.04,       -0.01,       0.01
2026-04-15T16:53:34.478,      -0.01,       -0.01,       -0.01,       0.02
2026-04-15T16:53:34.991,      -0.02,       -0.03,        0.01,       0.02
2026-04-15T16:53:35.493,      -0.01,       -0.02,        0.04,       0.05
2026-04-15T16:53:36.011,      -0.01,       -0.03,        0.01,       0.01
2026-04-15T16:53:36.556,       0.00,       -0.03,        0.00,       0.01
2026-04-15T16:53:37.076,       0.00,       -0.03,       -0.01,       0.01
2026-04-15T16:53:37.591,       0.00,       -0.04,        0.03,       0.04
2026-04-15T16:53:38.159,       0.01,       -0.02,        0.03,       0.03
2026-04-15T16:53:38.707,       0.00,       -0.02,       -0.00,       0.02
2026-04-15T16:53:39.222,      -0.00,       -0.05,       -0.02,       0.02
2026-04-15T16:53:39.786,       0.00,       -0.03,       -0.03,       0.03
2026-04-15T16:53:40.288,       0.00,       -0.02,        0.01,       0.01
2026-04-15T16:53:40.806,      -0.02,       -0.03,       -0.03,       0.03
2026-04-15T16:53:41.318,      -0.00,       -0.03,       -0.02,       0.02
2026-04-15T16:53:41.870,      -0.01,       -0.02,        0.03,       0.04
2026-04-15T16:53:42.386,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:53:42.932,      -0.01,       -0.02,       -0.03,       0.04
2026-04-15T16:53:43.453,      -0.02,       -0.03,        0.02,       0.03
2026-04-15T16:53:43.999,      -0.01,       -0.01,       -0.00,       0.03
2026-04-15T16:53:44.515,      -0.01,       -0.03,       -0.00,       0.01
2026-04-15T16:53:45.017,      -0.01,       -0.03,       -0.02,       0.02
2026-04-15T16:53:45.530,      -0.01,       -0.02,       -0.04,       0.04
2026-04-15T16:53:46.032,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:53:46.550,      -0.02,       -0.02,        0.00,       0.02
2026-04-15T16:53:47.064,      -0.00,       -0.01,        0.03,       0.04
2026-04-15T16:53:47.615,      -0.01,       -0.03,       -0.01,       0.01
2026-04-15T16:53:48.130,      -0.01,       -0.03,       -0.07,       0.07
2026-04-15T16:53:48.694,      -0.02,       -0.02,        0.01,       0.03
2026-04-15T16:53:49.246,      -0.00,       -0.02,       -0.01,       0.02
2026-04-15T16:53:49.761,      -0.02,       -0.04,       -0.01,       0.02
2026-04-15T16:53:50.275,      -0.02,       -0.03,        0.01,       0.02
2026-04-15T16:53:50.777,      -0.02,       -0.04,       -0.00,       0.02
2026-04-15T16:53:51.295,      -0.03,       -0.03,       -0.04,       0.05
2026-04-15T16:53:51.857,      -0.01,       -0.03,       -0.01,       0.01
2026-04-15T16:53:52.359,      -0.00,       -0.03,       -0.04,       0.04
2026-04-15T16:53:52.874,      -0.01,       -0.06,       -0.07,       0.08
2026-04-15T16:53:53.420,      -0.02,       -0.05,       -0.10,       0.11
2026-04-15T16:53:53.939,      -0.02,       -0.01,       -0.01,       0.03
2026-04-15T16:53:54.441,      -0.02,       -0.02,        0.00,       0.02
2026-04-15T16:53:54.952,      -0.01,       -0.03,       -0.03,       0.03
2026-04-15T16:53:55.456,       0.00,       -0.03,        0.04,       0.04
2026-04-15T16:53:55.971,      -0.01,       -0.02,       -0.02,       0.03
2026-04-15T16:53:56.517,      -0.02,       -0.02,        0.04,       0.04
2026-04-15T16:53:57.035,       0.00,       -0.01,        0.07,       0.07
2026-04-15T16:53:57.535,      -0.01,       -0.02,       -0.02,       0.03
2026-04-15T16:53:58.049,      -0.02,       -0.03,       -0.01,       0.03
2026-04-15T16:53:58.553,      -0.00,       -0.01,        0.06,       0.06
2026-04-15T16:53:59.067,      -0.00,       -0.00,        0.02,       0.04
2026-04-15T16:53:59.618,      -0.01,       -0.03,       -0.03,       0.03
2026-04-15T16:54:00.134,      -0.01,       -0.01,       -0.00,       0.03
2026-04-15T16:54:00.649,      -0.01,       -0.03,        0.02,       0.02
2026-04-15T16:54:01.199,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:54:01.715,      -0.02,       -0.02,        0.02,       0.03
2026-04-15T16:54:02.233,      -0.02,       -0.01,        0.02,       0.04
2026-04-15T16:54:02.779,      -0.02,       -0.02,        0.01,       0.03
2026-04-15T16:54:03.296,      -0.01,       -0.01,        0.01,       0.03
2026-04-15T16:54:03.860,      -0.02,       -0.01,        0.02,       0.04
2026-04-15T16:54:04.412,      -0.01,       -0.03,        0.02,       0.02
2026-04-15T16:54:04.930,      -0.01,       -0.03,        0.01,       0.01
2026-04-15T16:54:05.476,      -0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:54:05.827,        NaN,         NaN,         NaN,        NaN
2026-04-15T16:54:05.994,      -0.02,       -0.06,       -0.04,       0.05
2026-04-15T16:54:06.540,      -0.01,       -0.03,        0.00,       0.02
2026-04-15T16:54:07.056,      -0.02,       -0.01,       -0.04,       0.05
2026-04-15T16:54:07.558,      -0.02,       -0.04,       -0.04,       0.04
2026-04-15T16:54:08.073,      -0.01,       -0.03,       -0.01,       0.01
2026-04-15T16:54:08.588,      -0.02,       -0.02,        0.01,       0.03
2026-04-15T16:54:09.104,      -0.02,       -0.02,        0.02,       0.03
2026-04-15T16:54:09.607,      -0.02,       -0.04,       -0.01,       0.02
2026-04-15T16:54:10.121,      -0.03,       -0.04,       -0.03,       0.04
2026-04-15T16:54:10.673,      -0.02,       -0.04,       -0.05,       0.05
2026-04-15T16:54:11.189,       0.00,       -0.03,        0.03,       0.03
2026-04-15T16:54:11.737,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:54:12.254,      -0.02,       -0.01,       -0.02,       0.04
2026-04-15T16:54:12.800,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:54:13.317,      -0.01,       -0.01,       -0.04,       0.05
2026-04-15T16:54:13.835,      -0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:54:14.382,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:54:14.901,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:54:15.418,      -0.01,       -0.01,        0.04,       0.05
2026-04-15T16:54:15.964,      -0.01,       -0.01,        0.01,       0.03
2026-04-15T16:54:16.479,      -0.03,       -0.03,       -0.02,       0.03
2026-04-15T16:54:17.029,      -0.01,       -0.02,       -0.06,       0.06
2026-04-15T16:54:17.545,       0.01,       -0.02,        0.01,       0.02
2026-04-15T16:54:18.047,      -0.01,       -0.03,        0.00,       0.02
2026-04-15T16:54:18.564,      -0.01,       -0.01,        0.04,       0.05
2026-04-15T16:54:19.111,      -0.01,       -0.01,        0.04,       0.05
2026-04-15T16:54:19.629,      -0.03,       -0.01,       -0.03,       0.05
2026-04-15T16:54:20.143,      -0.04,       -0.04,       -0.03,       0.05
2026-04-15T16:54:20.660,      -0.02,       -0.00,        0.00,       0.04
2026-04-15T16:54:21.211,      -0.02,       -0.01,        0.02,       0.03
2026-04-15T16:54:21.726,      -0.01,       -0.03,        0.01,       0.02
2026-04-15T16:54:22.276,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:54:22.793,      -0.02,       -0.01,       -0.00,       0.03
2026-04-15T16:54:23.339,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:54:23.856,      -0.01,       -0.02,       -0.02,       0.03
2026-04-15T16:54:24.358,      -0.01,       -0.04,        0.01,       0.02
2026-04-15T16:54:24.871,      -0.00,       -0.02,       -0.03,       0.03
2026-04-15T16:54:25.373,      -0.00,       -0.02,        0.00,       0.01
2026-04-15T16:54:25.889,      -0.01,       -0.03,        0.01,       0.02
2026-04-15T16:54:26.435,      -0.02,       -0.02,        0.00,       0.02
2026-04-15T16:54:26.938,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:54:27.452,      -0.01,       -0.02,       -0.01,       0.02
2026-04-15T16:54:27.951,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:54:28.470,      -0.02,       -0.02,       -0.03,       0.03
2026-04-15T16:54:29.033,      -0.02,       -0.01,        0.05,       0.06
2026-04-15T16:54:29.535,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:54:30.101,      -0.03,       -0.02,       -0.04,       0.05
2026-04-15T16:54:30.647,      -0.02,       -0.03,       -0.03,       0.04
2026-04-15T16:54:31.166,      -0.01,       -0.03,       -0.02,       0.02
2026-04-15T16:54:31.729,      -0.01,       -0.01,       -0.01,       0.03
2026-04-15T16:54:32.232,      -0.03,       -0.01,        0.03,       0.05
2026-04-15T16:54:32.749,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:54:33.264,      -0.02,       -0.01,        0.01,       0.03
2026-04-15T16:54:33.811,      -0.01,       -0.01,        0.01,       0.03
2026-04-15T16:54:34.329,      -0.01,       -0.04,       -0.04,       0.04
2026-04-15T16:54:34.847,       0.00,       -0.00,        0.04,       0.05
2026-04-15T16:54:35.393,      -0.01,       -0.01,        0.05,       0.06
2026-04-15T16:54:35.911,      -0.02,       -0.00,        0.02,       0.05
2026-04-15T16:54:36.428,      -0.01,       -0.01,        0.04,       0.04
2026-04-15T16:54:36.974,      -0.03,       -0.01,        0.01,       0.04
2026-04-15T16:54:37.495,      -0.01,       -0.02,        0.00,       0.02
2026-04-15T16:54:38.041,      -0.02,       -0.02,       -0.00,       0.02
2026-04-15T16:54:38.555,      -0.01,       -0.03,       -0.04,       0.05
2026-04-15T16:54:39.058,      -0.01,       -0.01,       -0.02,       0.03
2026-04-15T16:54:39.571,      -0.03,       -0.03,       -0.03,       0.04
2026-04-15T16:54:40.073,      -0.01,       -0.03,       -0.01,       0.02
2026-04-15T16:54:40.620,      -0.01,       -0.01,        0.02,       0.04
2026-04-15T16:54:41.137,      -0.03,       -0.03,        0.02,       0.04
2026-04-15T16:54:41.640,      -0.01,       -0.02,        0.03,       0.03
2026-04-15T16:54:42.152,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:54:42.654,      -0.01,        0.00,       -0.04,       0.05
2026-04-15T16:54:43.171,      -0.03,       -0.02,       -0.01,       0.04
2026-04-15T16:54:43.717,      -0.01,       -0.00,        0.02,       0.04
2026-04-15T16:54:44.234,      -0.02,       -0.01,       -0.03,       0.04
2026-04-15T16:54:44.736,      -0.00,       -0.02,        0.02,       0.02
2026-04-15T16:54:45.282,      -0.00,       -0.01,        0.01,       0.03
2026-04-15T16:54:45.801,      -0.02,       -0.04,       -0.04,       0.05
2026-04-15T16:54:46.347,       0.01,       -0.01,        0.05,       0.06
2026-04-15T16:54:46.866,      -0.00,       -0.01,        0.00,       0.03
2026-04-15T16:54:47.413,      -0.01,       -0.03,        0.01,       0.02
2026-04-15T16:54:47.930,      -0.01,       -0.04,       -0.04,       0.04
2026-04-15T16:54:48.433,      -0.01,       -0.03,       -0.01,       0.01
2026-04-15T16:54:48.945,       0.00,       -0.01,        0.07,       0.07
2026-04-15T16:54:49.447,       0.01,       -0.01,        0.02,       0.04
2026-04-15T16:54:50.012,       0.01,       -0.02,        0.11,       0.11
2026-04-15T16:54:50.558,      -0.02,       -0.01,        0.01,       0.03
2026-04-15T16:54:51.080,      -0.02,       -0.01,        0.03,       0.05
2026-04-15T16:54:51.625,      -0.01,       -0.03,        0.02,       0.03
2026-04-15T16:54:52.128,      -0.01,       -0.01,        0.07,       0.08
2026-04-15T16:54:52.644,      -0.02,       -0.03,       -0.02,       0.03
2026-04-15T16:54:53.156,      -0.01,       -0.03,       -0.03,       0.03
2026-04-15T16:54:53.659,      -0.01,       -0.01,       -0.00,       0.03
2026-04-15T16:54:54.176,      -0.01,       -0.01,        0.04,       0.05
2026-04-15T16:54:54.688,       0.00,       -0.02,        0.01,       0.02
2026-04-15T16:54:55.203,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:54:55.720,      -0.01,       -0.03,        0.02,       0.03
2026-04-15T16:54:56.239,      -0.03,       -0.01,        0.04,       0.05
2026-04-15T16:54:56.756,      -0.02,       -0.03,       -0.00,       0.02
2026-04-15T16:54:57.272,      -0.01,       -0.00,        0.02,       0.04
2026-04-15T16:54:57.785,      -0.02,       -0.01,       -0.01,       0.04
2026-04-15T16:54:58.301,      -0.01,       -0.01,       -0.02,       0.03
2026-04-15T16:54:58.817,      -0.04,       -0.04,       -0.05,       0.07
2026-04-15T16:54:59.320,      -0.04,       -0.04,       -0.03,       0.05
2026-04-15T16:54:59.833,       0.01,        0.01,       -0.02,       0.04
2026-04-15T16:55:00.369,      -0.01,       -0.03,       -0.02,       0.03
2026-04-15T16:55:00.914,      -0.02,       -0.05,       -0.06,       0.07
2026-04-15T16:55:01.433,      -0.02,       -0.03,       -0.01,       0.03
2026-04-15T16:55:01.947,      -0.02,       -0.02,       -0.01,       0.03
2026-04-15T16:55:02.464,      -0.02,       -0.00,        0.02,       0.04
2026-04-15T16:55:02.979,      -0.01,       -0.01,        0.02,       0.04
2026-04-15T16:55:03.481,      -0.03,       -0.00,       -0.04,       0.06
2026-04-15T16:55:03.994,      -0.02,       -0.01,       -0.01,       0.03
2026-04-15T16:55:04.511,      -0.01,       -0.02,        0.02,       0.03
2026-04-15T16:55:05.026,      -0.02,        0.01,        0.02,       0.05
2026-04-15T16:55:05.546,      -0.03,       -0.03,        0.04,       0.06
2026-04-15T16:55:06.063,      -0.02,        0.00,        0.03,       0.05
2026-04-15T16:55:06.578,      -0.00,       -0.02,        0.03,       0.03
2026-04-15T16:55:07.090,      -0.01,       -0.02,        0.04,       0.05
2026-04-15T16:55:07.607,      -0.01,        0.01,        0.08,       0.09
2026-04-15T16:55:08.110,      -0.01,       -0.01,       -0.00,       0.03
2026-04-15T16:55:08.622,      -0.01,       -0.02,        0.04,       0.05
2026-04-15T16:55:09.138,      -0.02,       -0.02,        0.02,       0.03
2026-04-15T16:55:09.655,       0.01,       -0.02,        0.03,       0.03
2026-04-15T16:55:10.174,       0.01,       -0.02,       -0.04,       0.04
2026-04-15T16:55:10.690,      -0.00,       -0.01,       -0.01,       0.03
2026-04-15T16:55:11.236,      -0.00,       -0.02,        0.02,       0.03
2026-04-15T16:55:11.754,      -0.01,       -0.01,        0.00,       0.03
2026-04-15T16:55:12.272,      -0.01,       -0.03,        0.04,       0.04
2026-04-15T16:55:12.788,       0.03,       -0.02,        0.12,       0.12
2026-04-15T16:55:13.333,       0.01,       -0.00,        0.02,       0.04
2026-04-15T16:55:13.854,       0.02,       -0.01,        0.05,       0.06
2026-04-15T16:55:14.369,       0.00,       -0.01,        0.02,       0.04
2026-04-15T16:55:14.882,      -0.01,       -0.02,        0.02,       0.02
2026-04-15T16:55:15.385,       0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:55:15.902,       0.02,       -0.03,       -0.04,       0.04
2026-04-15T16:55:16.417,       0.00,       -0.02,        0.02,       0.03
2026-04-15T16:55:16.930,       0.01,       -0.03,       -0.01,       0.01
2026-04-15T16:55:17.448,       0.00,       -0.04,       -0.08,       0.08
2026-04-15T16:55:17.963,      -0.01,       -0.03,        0.00,       0.01
2026-04-15T16:55:18.481,       0.00,       -0.03,        0.01,       0.01
2026-04-15T16:55:18.999,       0.01,        0.00,        0.02,       0.04
2026-04-15T16:55:19.510,      -0.00,       -0.02,        0.01,       0.02
2026-04-15T16:55:20.026,      -0.00,       -0.01,        0.01,       0.02
2026-04-15T16:55:20.543,       0.01,       -0.01,        0.02,       0.03
2026-04-15T16:55:21.062,      -0.01,       -0.02,        0.05,       0.05
2026-04-15T16:55:21.578,      -0.01,       -0.02,        0.01,       0.02
2026-04-15T16:55:22.124,      -0.00,       -0.02,       -0.01,       0.02
2026-04-15T16:55:22.641,       0.01,        0.01,        0.04,       0.06
2026-04-15T16:55:23.160,       0.00,       -0.01,        0.02,       0.03
2026-04-15T16:55:23.676,       0.02,       -0.04,       -0.00,       0.02
2026-04-15T16:55:24.190,       0.03,       -0.03,        0.03,       0.04
2026-04-15T16:55:24.706,       0.03,        0.01,        0.06,       0.08
2026-04-15T16:55:25.220,       0.01,       -0.01,        0.03,       0.04
2026-04-15T16:55:25.741,       0.03,       -0.01,       -0.00,       0.03
2026-04-15T16:55:26.256,      -0.01,       -0.00,        0.07,       0.08
2026-04-15T16:55:26.802,       0.01,       -0.02,        0.00,       0.02
2026-04-15T16:55:27.322,      -0.01,       -0.02,        0.04,       0.05
2026-04-15T16:55:27.839,       0.01,       -0.02,        0.02,       0.02
2026-04-15T16:55:28.351,       0.03,        0.01,        0.02,       0.05
2026-04-15T16:55:28.867,      -0.00,       -0.02,       -0.04,       0.04
2026-04-15T16:55:29.384,      -0.01,       -0.03,       -0.04,       0.04
2026-04-15T16:55:29.887,      -0.01,       -0.03,       -0.01,       0.02
2026-04-15T16:55:30.419,       0.02,       -0.01,        0.13,       0.14
2026-04-15T16:55:30.964,       0.02,       -0.00,        0.12,       0.13
2026-04-15T16:55:31.481,       0.01,        0.02,        0.16,       0.17
2026-04-15T16:55:31.999,      -0.01,        0.00,        0.01,       0.04
2026-04-15T16:55:32.563,      -0.02,       -0.01,        0.03,       0.05
2026-04-15T16:55:33.066,      -0.03,       -0.00,        0.01,       0.04
2026-04-15T16:55:33.583,      -0.03,       -0.00,        0.01,       0.04
2026-04-15T16:55:34.098,      -0.01,       -0.02,        0.06,       0.07
2026-04-15T16:55:34.612,      -0.02,       -0.03,        0.01,       0.02
2026-04-15T16:55:35.128,      -0.02,       -0.02,       -0.00,       0.02
2026-04-15T16:55:35.643,      -0.01,       -0.03,        0.04,       0.04
2026-04-15T16:55:36.212,      -0.02,       -0.02,       -0.02,       0.03
2026-04-15T16:55:36.758,       0.01,       -0.04,        0.05,       0.05
2026-04-15T16:55:37.279,       0.00,       -0.02,        0.00,       0.01
2026-04-15T16:55:37.794,       0.01,       -0.01,        0.06,       0.06
2026-04-15T16:55:38.307,       0.01,       -0.02,        0.03,       0.04
2026-04-15T16:55:38.873,       0.01,       -0.03,        0.02,       0.02
2026-04-15T16:55:39.376,      -0.01,       -0.01,        0.04,       0.04
2026-04-15T16:55:39.888,      -0.00,       -0.01,        0.04,       0.05
2026-04-15T16:55:40.404,      -0.01,       -0.01,        0.03,       0.04
2026-04-15T16:55:40.921,      -0.02,       -0.01,        0.01,       0.04
2026-04-15T16:55:41.439,      -0.03,       -0.03,       -0.02,       0.03
2026-04-15T16:55:41.955,      -0.02,       -0.02,        0.00,       0.02
2026-04-15T16:55:42.473,      -0.02,       -0.03,        0.04,       0.05
2026-04-15T16:55:42.985,      -0.01,       -0.02,        0.06,       0.06
2026-04-15T16:55:43.488,      -0.00,       -0.02,        0.01,       0.02
2026-04-15T16:55:44.004,      -0.01,       -0.01,        0.00,       0.03
2026-04-15T16:55:44.521,      -0.01,       -0.02,        0.02,       0.03
2026-04-15T16:55:45.033,      -0.01,       -0.02,        0.00,       0.02
2026-04-15T16:55:45.549,      -0.01,       -0.02,       -0.00,       0.02
2026-04-15T16:55:46.066,      -0.02,       -0.02,        0.06,       0.06
2026-04-15T16:55:46.584,      -0.01,       -0.01,        0.00,       0.03
